home_team,game_date,events,hit_location,bb_type,launch_speed,launch_angle,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,babip_value,iso_value
AZ,2023-04-06,37,"{2: 16, 9: 4, 8: 3, 7: 3, 5: 1}","{'line_drive': 8, 'ground_ball': 3, 'fly_ball': 1}","{Interval(100.0, 110.0, closed='right'): 8, Interval(90.0, 100.0, closed='right'): 2, Interval(0.0, 80.0, closed='right'): 1, Interval(80.0, 90.0, closed='right'): 1, Interval(110.0, inf, closed='right'): 0}","{Interval(0.0, 15.0, closed='right'): 6, Interval(15.0, 45.0, closed='right'): 5, Interval(-90.0, -15.0, closed='right'): 1, Interval(-15.0, 0.0, closed='right'): 0, Interval(45.0, inf, closed='right'): 0}",0.6558333333333334,0.42354397297297297,21.0,11,11
AZ,2023-04-07,41,"{2: 15, 8: 3, 9: 2, 7: 2, 4: 2, 5: 1, 3: 1}","{'ground_ball': 6, 'line_drive': 5, 'fly_ball': 4}","{Interval(100.0, 110.0, closed='right'): 9, Interval(80.0, 90.0, closed='right'): 3, Interval(0.0, 80.0, closed='right'): 2, Interval(90.0, 100.0, closed='right'): 1, Interval(110.0, inf, closed='right'): 0}","{Interval(0.0, 15.0, closed='right'): 6, Interval(15.0, 45.0, closed='right'): 6, Interval(-15.0, 0.0, closed='right'): 2, Interval(-90.0, -15.0, closed='right'): 1, Interval(45.0, inf, closed='right'): 0}",0.6275333333333334,0.49943739024390243,27.0,11,16
AZ,2023-04-08,48,"{2: 15, 9: 11, 7: 6, 8: 5, 6: 1, 5: 1}","{'line_drive': 13, 'ground_ball': 8, 'fly_ball': 7}","{Interval(90.0, 100.0, closed='right'): 13, Interval(100.0, 110.0, closed='right'): 12, Interval(0.0, 80.0, closed='right'): 2, Interval(80.0, 90.0, closed='right'): 1, Interval(110.0, inf, closed='right'): 0}","{Interval(15.0, 45.0, closed='right'): 13, Interval(0.0, 15.0, closed='right'): 10, Interval(-15.0, 0.0, closed='right'): 4, Interval(-90.0, -15.0, closed='right'): 1, Interval(45.0, inf, closed='right'): 0}",0.6278571428571428,0.5276773958333333,37.65,24,25
AZ,2023-04-09,46,"{2: 13, 9: 9, 7: 8, 8: 6}","{'line_drive': 13, 'ground_ball': 8, 'fly_ball': 2}","{Interval(90.0, 100.0, closed='right'): 9, Interval(100.0, 110.0, closed='right'): 8, Interval(80.0, 90.0, closed='right'): 3, Interval(0.0, 80.0, closed='right'): 2, Interval(110.0, inf, closed='right'): 1}","{Interval(0.0, 15.0, closed='right'): 10, Interval(15.0, 45.0, closed='right'): 9, Interval(-90.0, -15.0, closed='right'): 2, Interval(-15.0, 0.0, closed='right'): 2, Interval(45.0, inf, closed='right'): 0}",0.5633913043478261,0.4235897173913044,31.2,23,10
AZ,2023-04-10,35,"{2: 20, 8: 6, 9: 3, 1: 1}","{'ground_ball': 5, 'fly_ball': 3, 'line_drive': 3}","{Interval(90.0, 100.0, closed='right'): 5, Interval(0.0, 80.0, closed='right'): 4, Interval(80.0, 90.0, closed='right'): 1, Interval(100.0, 110.0, closed='right'): 1, Interval(110.0, inf, closed='right'): 0}","{Interval(15.0, 45.0, closed='right'): 6, Interval(-15.0, 0.0, closed='right'): 2, Interval(0.0, 15.0, closed='right'): 2, Interval(-90.0, -15.0, closed='right'): 1, Interval(45.0, inf, closed='right'): 0}",0.46918181818181814,0.2393603428571429,14.5,10,5
AZ,2023-04-11,35,"{2: 17, 9: 4, 8: 3, 7: 2}","{'line_drive': 6, 'ground_ball': 3, 'fly_ball': 3}","{Interval(100.0, 110.0, closed='right'): 8, Interval(90.0, 100.0, closed='right'): 4, Interval(0.0, 80.0, closed='right'): 0, Interval(80.0, 90.0, closed='right'): 0, Interval(110.0, inf, closed='right'): 0}","{Interval(15.0, 45.0, closed='right'): 7, Interval(0.0, 15.0, closed='right'): 4, Interval(-15.0, 0.0, closed='right'): 1, Interval(-90.0, -15.0, closed='right'): 0, Interval(45.0, inf, closed='right'): 0}",0.617,0.3821548,18.65,9,10
AZ,2023-04-12,40,"{2: 12, 9: 8, 7: 5, 8: 5, 4: 1}","{'line_drive': 13, 'ground_ball': 7, 'fly_ball': 3}","{Interval(80.0, 90.0, closed='right'): 7, Interval(100.0, 110.0, closed='right'): 7, Interval(90.0, 100.0, closed='right'): 6, Interval(0.0, 80.0, closed='right'): 2, Interval(110.0, inf, closed='right'): 1}","{Interval(0.0, 15.0, closed='right'): 10, Interval(15.0, 45.0, closed='right'): 8, Interval(-15.0, 0.0, closed='right'): 4, Interval(-90.0, -15.0, closed='right'): 1, Interval(45.0, inf, closed='right'): 0}",0.5582173913043479,0.44043787500000003,28.5,21,12
AZ,2023-04-20,40,"{2: 17, 9: 6, 8: 5, 7: 5}","{'line_drive': 12, 'fly_ball': 5, 'ground_ball': 2}","{Interval(90.0, 100.0, closed='right'): 7, Interval(100.0, 110.0, closed='right'): 5, Interval(0.0, 80.0, closed='right'): 3, Interval(80.0, 90.0, closed='right'): 3, Interval(110.0, inf, closed='right'): 1}","{Interval(15.0, 45.0, closed='right'): 12, Interval(0.0, 15.0, closed='right'): 6, Interval(-90.0, -15.0, closed='right'): 1, Interval(-15.0, 0.0, closed='right'): 0, Interval(45.0, inf, closed='right'): 0}",0.6492105263157896,0.4148403,24.9,17,14
AZ,2023-04-21,39,"{2: 22, 9: 7, 7: 3, 8: 2, 1: 1, 4: 1}","{'line_drive': 9, 'ground_ball': 3, 'fly_ball': 2}","{Interval(100.0, 110.0, closed='right'): 5, Interval(90.0, 100.0, closed='right'): 4, Interval(80.0, 90.0, closed='right'): 3, Interval(0.0, 80.0, closed='right'): 2, Interval(110.0, inf, closed='right'): 0}","{Interval(15.0, 45.0, closed='right'): 8, Interval(0.0, 15.0, closed='right'): 5, Interval(-90.0, -15.0, closed='right'): 1, Interval(-15.0, 0.0, closed='right'): 0, Interval(45.0, inf, closed='right'): 0}",0.6747857142857142,0.31306946153846155,16.1,14,4
AZ,2023-04-22,39,"{2: 18, 9: 6, 8: 6, 7: 1}","{'ground_ball': 8, 'line_drive': 4, 'fly_ball': 3}","{Interval(80.0, 90.0, closed='right'): 5, Interval(100.0, 110.0, closed='right'): 5, Interval(90.0, 100.0, closed='right'): 4, Interval(110.0, inf, closed='right'): 1, Interval(0.0, 80.0, closed='right'): 0}","{Interval(0.0, 15.0, closed='right'): 7, Interval(-15.0, 0.0, closed='right'): 4, Interval(15.0, 45.0, closed='right'): 3, Interval(-90.0, -15.0, closed='right'): 1, Interval(45.0, inf, closed='right'): 0}",0.47073333333333334,0.2969081538461539,20.6,13,8
AZ,2023-04-23,40,"{2: 15, 7: 4, 9: 4, 8: 2}","{'line_drive': 6, 'fly_ball': 4, 'ground_ball': 4}","{Interval(100.0, 110.0, closed='right'): 10, Interval(90.0, 100.0, closed='right'): 3, Interval(0.0, 80.0, closed='right'): 1, Interval(80.0, 90.0, closed='right'): 0, Interval(110.0, inf, closed='right'): 0}","{Interval(15.0, 45.0, closed='right'): 9, Interval(0.0, 15.0, closed='right'): 3, Interval(-90.0, -15.0, closed='right'): 1, Interval(-15.0, 0.0, closed='right'): 1, Interval(45.0, inf, closed='right'): 0}",0.571,0.481823325,27.5,10,20
AZ,2023-04-24,42,"{2: 12, 8: 7, 9: 6, 1: 1, 7: 1, 4: 1}","{'line_drive': 8, 'ground_ball': 7, 'fly_ball': 2}","{Interval(90.0, 100.0, closed='right'): 11, Interval(80.0, 90.0, closed='right'): 3, Interval(100.0, 110.0, closed='right'): 3, Interval(0.0, 80.0, closed='right'): 0, Interval(110.0, inf, closed='right'): 0}","{Interval(0.0, 15.0, closed='right'): 10, Interval(15.0, 45.0, closed='right'): 4, Interval(-15.0, 0.0, closed='right'): 2, Interval(-90.0, -15.0, closed='right'): 1, Interval(45.0, inf, closed='right'): 0}",0.536470588235294,0.4440890238095238,26.55,16,6
AZ,2023-04-25,41,"{2: 13, 7: 10, 8: 7, 9: 3, 4: 2, 6: 1, 3: 1}","{'line_drive': 13, 'ground_ball': 9, 'fly_ball': 2}","{Interval(90.0, 100.0, closed='right'): 10, Interval(100.0, 110.0, closed='right'): 10, Interval(0.0, 80.0, closed='right'): 3, Interval(80.0, 90.0, closed='right'): 1, Interval(110.0, inf, closed='right'): 0}","{Interval(0.0, 15.0, closed='right'): 13, Interval(15.0, 45.0, closed='right'): 7, Interval(-15.0, 0.0, closed='right'): 3, Interval(-90.0, -15.0, closed='right'): 1, Interval(45.0, inf, closed='right'): 0}",0.5031666666666667,0.3729661463414634,28.25,24,11
AZ,2023-04-26,36,"{2: 22, 7: 5, 8: 4, 9: 2}","{'line_drive': 6, 'ground_ball': 4, 'fly_ball': 1}","{Interval(90.0, 100.0, closed='right'): 4, Interval(0.0, 80.0, closed='right'): 3, Interval(100.0, 110.0, closed='right'): 3, Interval(80.0, 90.0, closed='right'): 1, Interval(110.0, inf, closed='right'): 0}","{Interval(0.0, 15.0, closed='right'): 7, Interval(15.0, 45.0, closed='right'): 3, Interval(-15.0, 0.0, closed='right'): 1, Interval(-90.0, -15.0, closed='right'): 0, Interval(45.0, inf, closed='right'): 0}",0.7279999999999999,0.2662974722222222,12.0,11,0
AZ,2023-05-05,35,"{2: 20, 9: 4, 8: 3, 1: 1, 7: 1}","{'line_drive': 4, 'ground_ball': 4, 'fly_ball': 3}","{Interval(100.0, 110.0, closed='right'): 8, Interval(90.0, 100.0, closed='right'): 2, Interval(0.0, 80.0, closed='right'): 1, Interval(80.0, 90.0, closed='right'): 0, Interval(110.0, inf, closed='right'): 0}","{Interval(0.0, 15.0, closed='right'): 5, Interval(15.0, 45.0, closed='right'): 4, Interval(-15.0, 0.0, closed='right'): 2, Interval(-90.0, -15.0, closed='right'): 0, Interval(45.0, inf, closed='right'): 0}",0.5893636363636364,0.3119889142857143,15.25,9,7
AZ,2023-05-06,50,"{2: 17, 8: 8, 7: 5, 9: 5, 6: 2, 5: 1, 3: 1, 4: 1}","{'line_drive': 12, 'ground_ball': 10, 'fly_ball': 5}","{Interval(100.0, 110.0, closed='right'): 11, Interval(90.0, 100.0, closed='right'): 7, Interval(80.0, 90.0, closed='right'): 5, Interval(0.0, 80.0, closed='right'): 4, Interval(110.0, inf, closed='right'): 0}","{Interval(15.0, 45.0, closed='right'): 11, Interval(0.0, 15.0, closed='right'): 10, Interval(-90.0, -15.0, closed='right'): 3, Interval(-15.0, 0.0, closed='right'): 3, Interval(45.0, inf, closed='right'): 0}",0.5542592592592592,0.43046836,34.3,23,16
AZ,2023-05-07,51,"{2: 12, 8: 8, 9: 6, 7: 4, 5: 2, 4: 1}","{'line_drive': 11, 'ground_ball': 10, 'fly_ball': 4}","{Interval(100.0, 110.0, closed='right'): 10, Interval(90.0, 100.0, closed='right'): 8, Interval(0.0, 80.0, closed='right'): 3, Interval(80.0, 90.0, closed='right'): 3, Interval(110.0, inf, closed='right'): 1}","{Interval(15.0, 45.0, closed='right'): 11, Interval(-15.0, 0.0, closed='right'): 8, Interval(0.0, 15.0, closed='right'): 5, Interval(-90.0, -15.0, closed='right'): 1, Interval(45.0, inf, closed='right'): 0}",0.50804,0.48305180392156866,38.8,21,18
AZ,2023-05-08,41,"{2: 16, 7: 9, 8: 6, 9: 4, 6: 2}","{'ground_ball': 10, 'line_drive': 10, 'fly_ball': 2}","{Interval(100.0, 110.0, closed='right'): 8, Interval(110.0, inf, closed='right'): 5, Interval(0.0, 80.0, closed='right'): 4, Interval(80.0, 90.0, closed='right'): 3, Interval(90.0, 100.0, closed='right'): 2}","{Interval(0.0, 15.0, closed='right'): 14, Interval(-15.0, 0.0, closed='right'): 4, Interval(15.0, 45.0, closed='right'): 4, Interval(-90.0, -15.0, closed='right'): 0, Interval(45.0, inf, closed='right'): 0}",0.5920454545454545,0.38940753658536587,25.1,21,9
AZ,2023-05-09,35,"{2: 11, 9: 6, 7: 6, 8: 4, 6: 1}","{'line_drive': 9, 'ground_ball': 7, 'fly_ball': 4}","{Interval(100.0, 110.0, closed='right'): 8, Interval(90.0, 100.0, closed='right'): 7, Interval(0.0, 80.0, closed='right'): 3, Interval(110.0, inf, closed='right'): 2, Interval(80.0, 90.0, closed='right'): 0}","{Interval(0.0, 15.0, closed='right'): 12, Interval(15.0, 45.0, closed='right'): 7, Interval(-15.0, 0.0, closed='right'): 1, Interval(-90.0, -15.0, closed='right'): 0, Interval(45.0, inf, closed='right'): 0}",0.62015,0.5225317714285714,25.85,17,14
AZ,2023-05-10,44,"{2: 25, 7: 7, 9: 3, 1: 1}","{'ground_ball': 7, 'line_drive': 4, 'fly_ball': 1}","{Interval(90.0, 100.0, closed='right'): 5, Interval(100.0, 110.0, closed='right'): 4, Interval(0.0, 80.0, closed='right'): 2, Interval(110.0, inf, closed='right'): 1, Interval(80.0, 90.0, closed='right'): 0}","{Interval(0.0, 15.0, closed='right'): 4, Interval(-15.0, 0.0, closed='right'): 3, Interval(15.0, 45.0, closed='right'): 3, Interval(-90.0, -15.0, closed='right'): 2, Interval(45.0, inf, closed='right'): 0}",0.5243333333333333,0.27143911363636364,18.55,11,8
AZ,2023-05-11,31,"{2: 8, 8: 6, 6: 3, 9: 3, 7: 2, 4: 1, 5: 1}","{'ground_ball': 10, 'line_drive': 6, 'fly_ball': 1}","{Interval(90.0, 100.0, closed='right'): 8, Interval(100.0, 110.0, closed='right'): 5, Interval(0.0, 80.0, closed='right'): 2, Interval(80.0, 90.0, closed='right'): 1, Interval(110.0, inf, closed='right'): 1}","{Interval(-90.0, -15.0, closed='right'): 5, Interval(0.0, 15.0, closed='right'): 5, Interval(15.0, 45.0, closed='right'): 4, Interval(-15.0, 0.0, closed='right'): 3, Interval(45.0, inf, closed='right'): 0}",0.49111764705882355,0.43140058064516135,21.3,16,5
AZ,2023-05-12,44,"{2: 14, 9: 7, 7: 5, 8: 4, 6: 1, 1: 1, 4: 1}","{'line_drive': 12, 'ground_ball': 6, 'fly_ball': 5}","{Interval(100.0, 110.0, closed='right'): 7, Interval(90.0, 100.0, closed='right'): 6, Interval(0.0, 80.0, closed='right'): 5, Interval(80.0, 90.0, closed='right'): 4, Interval(110.0, inf, closed='right'): 1}","{Interval(0.0, 15.0, closed='right'): 10, Interval(15.0, 45.0, closed='right'): 9, Interval(-15.0, 0.0, closed='right'): 3, Interval(-90.0, -15.0, closed='right'): 1, Interval(45.0, inf, closed='right'): 0}",0.6609999999999999,0.5219391136363636,32.45,19,19
AZ,2023-05-13,29,"{2: 9, 8: 6, 9: 4, 7: 2, 4: 2, 1: 1}","{'line_drive': 8, 'ground_ball': 6, 'fly_ball': 2}","{Interval(100.0, 110.0, closed='right'): 6, Interval(90.0, 100.0, closed='right'): 5, Interval(0.0, 80.0, closed='right'): 3, Interval(80.0, 90.0, closed='right'): 2, Interval(110.0, inf, closed='right'): 0}","{Interval(0.0, 15.0, closed='right'): 8, Interval(15.0, 45.0, closed='right'): 5, Interval(-90.0, -15.0, closed='right'): 2, Interval(-15.0, 0.0, closed='right'): 1, Interval(45.0, inf, closed='right'): 0}",0.509,0.35050720689655174,20.4,15,9
AZ,2023-05-14,29,"{2: 15, 7: 3, 8: 1, 9: 1, 6: 1}","{'line_drive': 3, 'ground_ball': 3, 'fly_ball': 1}","{Interval(90.0, 100.0, closed='right'): 3, Interval(80.0, 90.0, closed='right'): 2, Interval(0.0, 80.0, closed='right'): 1, Interval(100.0, 110.0, closed='right'): 1, Interval(110.0, inf, closed='right'): 0}","{Interval(0.0, 15.0, closed='right'): 3, Interval(15.0, 45.0, closed='right'): 2, Interval(-90.0, -15.0, closed='right'): 1, Interval(-15.0, 0.0, closed='right'): 1, Interval(45.0, inf, closed='right'): 0}",0.5165714285714286,0.29801106896551727,13.7,6,7
AZ,2023-05-26,41,"{2: 16, 9: 8, 8: 6, 7: 3, 6: 1, 5: 1}","{'line_drive': 10, 'ground_ball': 9, 'fly_ball': 2}","{Interval(90.0, 100.0, closed='right'): 7, Interval(100.0, 110.0, closed='right'): 7, Interval(0.0, 80.0, closed='right'): 4, Interval(110.0, inf, closed='right'): 2, Interval(80.0, 90.0, closed='right'): 1}","{Interval(0.0, 15.0, closed='right'): 8, Interval(15.0, 45.0, closed='right'): 7, Interval(-15.0, 0.0, closed='right'): 4, Interval(-90.0, -15.0, closed='right'): 2, Interval(45.0, inf, closed='right'): 0}",0.582,0.41077102439024393,25.6,20,11
AZ,2023-05-27,31,"{2: 18, 7: 2, 5: 2, 1: 1, 8: 1, 9: 1, 3: 1}","{'ground_ball': 6, 'fly_ball': 2, 'line_drive': 1}","{Interval(90.0, 100.0, closed='right'): 4, Interval(0.0, 80.0, closed='right'): 3, Interval(80.0, 90.0, closed='right'): 1, Interval(100.0, 110.0, closed='right'): 1, Interval(110.0, inf, closed='right'): 0}","{Interval(0.0, 15.0, closed='right'): 4, Interval(-90.0, -15.0, closed='right'): 3, Interval(15.0, 45.0, closed='right'): 2, Interval(-15.0, 0.0, closed='right'): 0, Interval(45.0, inf, closed='right'): 0}",0.4027777777777778,0.20921329032258063,12.35,8,4
AZ,2023-05-28,44,"{2: 23, 7: 5, 9: 5, 5: 1, 1: 1, 4: 1, 8: 1}","{'line_drive': 11, 'ground_ball': 4, 'fly_ball': 2}","{Interval(90.0, 100.0, closed='right'): 7, Interval(100.0, 110.0, closed='right'): 5, Interval(0.0, 80.0, closed='right'): 2, Interval(110.0, inf, closed='right'): 2, Interval(80.0, 90.0, closed='right'): 1}","{Interval(0.0, 15.0, closed='right'): 9, Interval(15.0, 45.0, closed='right'): 5, Interval(-90.0, -15.0, closed='right'): 2, Interval(-15.0, 0.0, closed='right'): 1, Interval(45.0, inf, closed='right'): 0}",0.7191764705882352,0.37835481818181815,21.75,14,10
AZ,2023-05-29,41,"{2: 11, 7: 6, 9: 6, 8: 6, 6: 2, 1: 1}","{'line_drive': 12, 'ground_ball': 8, 'fly_ball': 4}","{Interval(100.0, 110.0, closed='right'): 8, Interval(90.0, 100.0, closed='right'): 7, Interval(80.0, 90.0, closed='right'): 5, Interval(0.0, 80.0, closed='right'): 2, Interval(110.0, inf, closed='right'): 2}","{Interval(0.0, 15.0, closed='right'): 10, Interval(15.0, 45.0, closed='right'): 8, Interval(-90.0, -15.0, closed='right'): 3, Interval(-15.0, 0.0, closed='right'): 3, Interval(45.0, inf, closed='right'): 0}",0.570375,0.48435165853658535,30.85,21,14
AZ,2023-05-30,33,"{2: 13, 7: 3, 9: 2, 1: 2, 4: 2, 8: 1}","{'line_drive': 6, 'ground_ball': 5, 'fly_ball': 3}","{Interval(100.0, 110.0, closed='right'): 4, Interval(80.0, 90.0, closed='right'): 3, Interval(90.0, 100.0, closed='right'): 3, Interval(0.0, 80.0, closed='right'): 2, Interval(110.0, inf, closed='right'): 2}","{Interval(0.0, 15.0, closed='right'): 5, Interval(15.0, 45.0, closed='right'): 5, Interval(-90.0, -15.0, closed='right'): 2, Interval(-15.0, 0.0, closed='right'): 2, Interval(45.0, inf, closed='right'): 0}",0.6054285714285713,0.4644369090909091,22.599999999999998,10,16
AZ,2023-05-31,35,"{2: 17, 9: 6, 8: 2, 5: 2, 4: 1, 7: 1}","{'ground_ball': 10, 'line_drive': 2, 'fly_ball': 1}","{Interval(100.0, 110.0, closed='right'): 5, Interval(0.0, 80.0, closed='right'): 3, Interval(80.0, 90.0, closed='right'): 3, Interval(90.0, 100.0, closed='right'): 2, Interval(110.0, inf, closed='right'): 0}","{Interval(-15.0, 0.0, closed='right'): 5, Interval(0.0, 15.0, closed='right'): 4, Interval(-90.0, -15.0, closed='right'): 3, Interval(15.0, 45.0, closed='right'): 1, Interval(45.0, inf, closed='right'): 0}",0.3813846153846154,0.26315757142857144,17.0,12,5
AZ,2023-06-01,42,"{2: 18, 8: 6, 7: 6, 9: 5, 6: 1}","{'line_drive': 13, 'ground_ball': 4, 'fly_ball': 2}","{Interval(80.0, 90.0, closed='right'): 7, Interval(100.0, 110.0, closed='right'): 5, Interval(90.0, 100.0, closed='right'): 4, Interval(0.0, 80.0, closed='right'): 3, Interval(110.0, inf, closed='right'): 0}","{Interval(0.0, 15.0, closed='right'): 9, Interval(15.0, 45.0, closed='right'): 8, Interval(-15.0, 0.0, closed='right'): 2, Interval(-90.0, -15.0, closed='right'): 0, Interval(45.0, inf, closed='right'): 0}",0.5531052631578948,0.3452503571428571,23.8,18,9
AZ,2023-06-02,38,"{2: 20, 7: 5, 6: 3, 8: 2, 3: 1}","{'ground_ball': 6, 'line_drive': 4, 'fly_ball': 3}","{Interval(0.0, 80.0, closed='right'): 4, Interval(100.0, 110.0, closed='right'): 4, Interval(80.0, 90.0, closed='right'): 2, Interval(90.0, 100.0, closed='right'): 2, Interval(110.0, inf, closed='right'): 1}","{Interval(15.0, 45.0, closed='right'): 5, Interval(-90.0, -15.0, closed='right'): 3, Interval(0.0, 15.0, closed='right'): 3, Interval(-15.0, 0.0, closed='right'): 2, Interval(45.0, inf, closed='right'): 0}",0.5005384615384615,0.30282934210526313,18.8,11,10
AZ,2023-06-03,39,"{2: 12, 8: 5, 7: 4, 9: 4, 3: 1, 6: 1}","{'ground_ball': 8, 'line_drive': 5, 'fly_ball': 4}","{Interval(100.0, 110.0, closed='right'): 7, Interval(90.0, 100.0, closed='right'): 5, Interval(110.0, inf, closed='right'): 3, Interval(0.0, 80.0, closed='right'): 1, Interval(80.0, 90.0, closed='right'): 1}","{Interval(0.0, 15.0, closed='right'): 6, Interval(15.0, 45.0, closed='right'): 6, Interval(-15.0, 0.0, closed='right'): 4, Interval(-90.0, -15.0, closed='right'): 1, Interval(45.0, inf, closed='right'): 0}",0.5693529411764706,0.49782128205128207,26.6,15,12
AZ,2023-06-04,49,"{2: 18, 9: 7, 8: 5, 7: 4, 4: 1, 5: 1}","{'line_drive': 14, 'fly_ball': 5, 'ground_ball': 3}","{Interval(100.0, 110.0, closed='right'): 12, Interval(0.0, 80.0, closed='right'): 4, Interval(80.0, 90.0, closed='right'): 3, Interval(90.0, 100.0, closed='right'): 2, Interval(110.0, inf, closed='right'): 1}","{Interval(15.0, 45.0, closed='right'): 12, Interval(0.0, 15.0, closed='right'): 8, Interval(-90.0, -15.0, closed='right'): 1, Interval(-15.0, 0.0, closed='right'): 1, Interval(45.0, inf, closed='right'): 0}",0.6831818181818181,0.4947781020408163,31.55,18,15
AZ,2023-06-12,49,"{2: 16, 7: 8, 8: 7, 9: 5, 4: 2, 3: 1}","{'line_drive': 15, 'ground_ball': 7, 'fly_ball': 3}","{Interval(100.0, 110.0, closed='right'): 11, Interval(90.0, 100.0, closed='right'): 5, Interval(80.0, 90.0, closed='right'): 4, Interval(0.0, 80.0, closed='right'): 3, Interval(110.0, inf, closed='right'): 1}","{Interval(15.0, 45.0, closed='right'): 12, Interval(0.0, 15.0, closed='right'): 8, Interval(-90.0, -15.0, closed='right'): 2, Interval(-15.0, 0.0, closed='right'): 2, Interval(45.0, inf, closed='right'): 0}",0.6840833333333333,0.522463,34.15,23,17
AZ,2023-06-13,47,"{2: 13, 8: 12, 7: 6, 9: 5, 5: 1}","{'line_drive': 15, 'fly_ball': 7, 'ground_ball': 6}","{Interval(100.0, 110.0, closed='right'): 11, Interval(90.0, 100.0, closed='right'): 7, Interval(0.0, 80.0, closed='right'): 5, Interval(80.0, 90.0, closed='right'): 3, Interval(110.0, inf, closed='right'): 2}","{Interval(15.0, 45.0, closed='right'): 13, Interval(0.0, 15.0, closed='right'): 9, Interval(-15.0, 0.0, closed='right'): 4, Interval(-90.0, -15.0, closed='right'): 1, Interval(45.0, inf, closed='right'): 1}",0.5808928571428572,0.48509399999999997,37.25,25,22
AZ,2023-06-14,44,"{2: 22, 7: 5, 8: 3, 9: 3}","{'line_drive': 6, 'ground_ball': 5, 'fly_ball': 2}","{Interval(90.0, 100.0, closed='right'): 5, Interval(100.0, 110.0, closed='right'): 4, Interval(80.0, 90.0, closed='right'): 3, Interval(0.0, 80.0, closed='right'): 1, Interval(110.0, inf, closed='right'): 0}","{Interval(0.0, 15.0, closed='right'): 5, Interval(15.0, 45.0, closed='right'): 5, Interval(-15.0, 0.0, closed='right'): 2, Interval(-90.0, -15.0, closed='right'): 1, Interval(45.0, inf, closed='right'): 0}",0.583923076923077,0.35100288636363636,22.65,11,13
AZ,2023-06-15,47,"{2: 23, 7: 5, 9: 5, 8: 4, 3: 2, 4: 1, 6: 1}","{'line_drive': 8, 'ground_ball': 7, 'fly_ball': 5}","{Interval(100.0, 110.0, closed='right'): 8, Interval(0.0, 80.0, closed='right'): 4, Interval(90.0, 100.0, closed='right'): 4, Interval(80.0, 90.0, closed='right'): 3, Interval(110.0, inf, closed='right'): 1}","{Interval(0.0, 15.0, closed='right'): 10, Interval(15.0, 45.0, closed='right'): 7, Interval(-90.0, -15.0, closed='right'): 2, Interval(-15.0, 0.0, closed='right'): 1, Interval(45.0, inf, closed='right'): 0}",0.62695,0.3582470638297872,24.4,18,10
AZ,2023-06-16,39,"{2: 15, 7: 7, 8: 5, 9: 3, 1: 1, 3: 1}","{'ground_ball': 10, 'line_drive': 7, 'fly_ball': 1}","{Interval(100.0, 110.0, closed='right'): 8, Interval(90.0, 100.0, closed='right'): 6, Interval(80.0, 90.0, closed='right'): 3, Interval(0.0, 80.0, closed='right'): 1, Interval(110.0, inf, closed='right'): 0}","{Interval(-15.0, 0.0, closed='right'): 7, Interval(0.0, 15.0, closed='right'): 7, Interval(15.0, 45.0, closed='right'): 3, Interval(-90.0, -15.0, closed='right'): 1, Interval(45.0, inf, closed='right'): 0}",0.5730555555555555,0.39788251282051285,22.55,17,6
AZ,2023-06-17,33,"{2: 9, 8: 5, 5: 4, 9: 2, 7: 2}","{'line_drive': 8, 'fly_ball': 5, 'ground_ball': 5}","{Interval(90.0, 100.0, closed='right'): 8, Interval(0.0, 80.0, closed='right'): 3, Interval(80.0, 90.0, closed='right'): 3, Interval(100.0, 110.0, closed='right'): 3, Interval(110.0, inf, closed='right'): 1}","{Interval(15.0, 45.0, closed='right'): 9, Interval(0.0, 15.0, closed='right'): 5, Interval(-90.0, -15.0, closed='right'): 3, Interval(-15.0, 0.0, closed='right'): 1, Interval(45.0, inf, closed='right'): 0}",0.6090555555555555,0.5288005454545455,25.9,13,15
AZ,2023-06-18,49,"{2: 13, 9: 11, 8: 7, 7: 5, 1: 1}","{'line_drive': 15, 'ground_ball': 8, 'fly_ball': 2}","{Interval(100.0, 110.0, closed='right'): 11, Interval(90.0, 100.0, closed='right'): 7, Interval(80.0, 90.0, closed='right'): 4, Interval(0.0, 80.0, closed='right'): 3, Interval(110.0, inf, closed='right'): 0}","{Interval(0.0, 15.0, closed='right'): 16, Interval(15.0, 45.0, closed='right'): 5, Interval(-15.0, 0.0, closed='right'): 3, Interval(-90.0, -15.0, closed='right'): 1, Interval(45.0, inf, closed='right'): 0}",0.597,0.4662843469387755,35.15,24,14
AZ,2023-06-27,35,"{2: 15, 7: 5, 8: 5, 9: 1}","{'line_drive': 6, 'fly_ball': 6, 'ground_ball': 4}","{Interval(100.0, 110.0, closed='right'): 8, Interval(90.0, 100.0, closed='right'): 4, Interval(80.0, 90.0, closed='right'): 3, Interval(0.0, 80.0, closed='right'): 1, Interval(110.0, inf, closed='right'): 0}","{Interval(15.0, 45.0, closed='right'): 11, Interval(0.0, 15.0, closed='right'): 3, Interval(-15.0, 0.0, closed='right'): 2, Interval(-90.0, -15.0, closed='right'): 0, Interval(45.0, inf, closed='right'): 0}",0.5983125,0.4711889142857143,24.1,11,19
