season,game_date,home_team,away_team,pitch_type_counts,speed_bucket_counts,avg_release_speed,max_release_speed,total_pitches
2023,2023-03-30,BOS,BAL,"{'FF': 112, 'SI': 61, 'FC': 47, 'CH': 36, 'ST': 29, 'CU': 27, 'SL': 22, 'FS': 10}","{'80-90': 182, '90-100': 144, '<80': 18}",88.38924418604651,99.6,344
2023,2023-03-30,CHC,MIL,"{'FC': 60, 'SI': 51, 'FF': 43, 'SL': 34, 'SV': 23, 'CH': 17, 'CU': 13, 'FS': 9, 'ST': 7}","{'90-100': 136, '80-90': 113, '<80': 8}",89.59533073929961,98.6,257
2023,2023-03-30,CIN,PIT,"{'FF': 123, 'FC': 58, 'SL': 45, 'SI': 35, 'CU': 25, 'ST': 24, 'CH': 19, 'FS': 14}","{'90-100': 174, '80-90': 104, '100+': 44, '<80': 20, 'Unknown': 1}",91.07894736842105,102.1,343
2023,2023-03-30,HOU,CWS,"{'SL': 73, 'FF': 64, 'SI': 64, 'CU': 28, 'KC': 22, 'CH': 17, 'ST': 11, 'FS': 7}","{'90-100': 141, '80-90': 113, '<80': 25, '100+': 7}",89.93181818181819,100.8,286
2023,2023-03-30,KC,MIN,"{'FF': 74, 'SL': 48, 'SI': 44, 'CU': 40, 'ST': 28, 'CH': 28, 'FC': 18, 'FS': 2, 'KC': 1}","{'80-90': 132, '90-100': 113, '<80': 28, '100+': 10}",88.57632508833922,102.6,283
2023,2023-03-30,LAD,AZ,"{'FF': 121, 'SL': 48, 'CH': 28, 'SV': 24, 'KC': 18, 'FC': 17, 'ST': 8, 'SI': 6, 'FS': 2}","{'90-100': 138, '80-90': 118, '<80': 16}",88.69448529411765,99.8,272
2023,2023-03-30,MIA,NYM,"{'FF': 88, 'SL': 73, 'CH': 44, 'SI': 39, 'FC': 31, 'CU': 11, 'KC': 4, 'ST': 4}","{'90-100': 168, '80-90': 115, '<80': 11}",90.36428571428571,99.5,294
2023,2023-03-30,NYY,SF,"{'FF': 104, 'CH': 65, 'SI': 50, 'SL': 32, 'ST': 21, 'KC': 4}","{'90-100': 151, '80-90': 118, '<80': 7}",90.23949275362318,99.5,276
2023,2023-03-30,OAK,LAA,"{'FF': 98, 'SL': 77, 'ST': 46, 'CH': 24, 'CU': 22, 'FS': 13, 'SI': 5, 'FC': 5}","{'80-90': 163, '90-100': 103, '<80': 23, '100+': 1}",87.44655172413793,100.7,290
2023,2023-03-30,SD,COL,"{'FF': 134, 'SL': 53, 'SI': 50, 'CH': 29, 'ST': 18, 'CU': 18, 'KC': 14, 'FC': 4}","{'90-100': 184, '80-90': 122, '<80': 14}",90.873125,98.7,320
2023,2023-03-30,SEA,CLE,"{'FF': 99, 'SL': 54, 'FC': 32, 'SI': 29, 'CH': 16, 'KC': 11, 'CU': 3, 'ST': 3, 'FS': 3}","{'90-100': 125, '80-90': 123, '100+': 1, '<80': 1}",90.16839999999999,100.6,250
2023,2023-03-30,STL,TOR,"{'FF': 131, 'SL': 106, 'SI': 82, 'CU': 35, 'CH': 13, 'FS': 8, 'FC': 6, 'ST': 3}","{'90-100': 195, '80-90': 134, '<80': 38, '100+': 17}",89.99895833333333,103.8,384
2023,2023-03-30,TB,DET,"{'FF': 116, 'CH': 52, 'SL': 29, 'FC': 25, 'CU': 17, 'SI': 13, 'FS': 11, 'ST': 9}","{'90-100': 136, '80-90': 135, '<80': 1}",90.21213235294118,99.8,272
2023,2023-03-30,TEX,PHI,"{'FF': 152, 'SL': 72, 'CH': 40, 'SI': 31, 'KC': 20, 'FC': 17, 'CU': 3}","{'90-100': 214, '80-90': 98, '<80': 21, '100+': 2}",91.19701492537314,101.0,335
2023,2023-03-30,WSH,ATL,"{'FF': 72, 'SI': 68, 'FC': 63, 'SL': 60, 'ST': 23, 'CH': 16, 'CU': 12, 'FS': 6}","{'90-100': 137, '80-90': 126, '<80': 57}",87.7975,98.8,320
2023,2023-03-31,HOU,CWS,"{'FF': 112, 'SL': 39, 'SI': 37, 'FC': 37, 'CU': 25, 'CH': 21, 'ST': 9, 'KC': 5}","{'90-100': 160, '80-90': 102, '<80': 23}",89.24631578947368,97.4,285
2023,2023-03-31,LAD,AZ,"{'FF': 92, 'SI': 49, 'SL': 45, 'FC': 32, 'CH': 31, 'CU': 28, 'FS': 7, 'ST': 1}","{'90-100': 166, '80-90': 116, '100+': 2, '<80': 1}",90.87263157894738,100.2,285
2023,2023-03-31,MIA,NYM,"{'SL': 67, 'SI': 64, 'FF': 57, 'CH': 35, 'CU': 8, 'ST': 6, 'FC': 4}","{'90-100': 127, '80-90': 113, '<80': 1}",90.7551867219917,99.3,241
2023,2023-03-31,SD,COL,"{'SI': 69, 'FF': 61, 'CH': 38, 'CU': 30, 'SL': 28, 'FC': 17, 'ST': 12, 'KC': 10, 'FS': 3}","{'80-90': 148, '90-100': 94, '<80': 26}",87.07164179104478,97.6,268
2023,2023-03-31,SEA,CLE,"{'FF': 147, 'SL': 83, 'CH': 43, 'FC': 38, 'SI': 20, 'ST': 10, 'CU': 5, 'FS': 3}","{'90-100': 170, '80-90': 143, '<80': 36}",88.40143266475644,99.4,349
2023,2023-04-01,BOS,BAL,"{'FF': 120, 'FC': 54, 'SI': 47, 'CH': 27, 'SL': 25, 'CU': 22, 'ST': 13, 'FS': 4, 'KC': 2}","{'90-100': 188, '80-90': 95, '<80': 27, '100+': 4}",90.64203821656051,100.4,314
2023,2023-04-01,CHC,MIL,"{'FF': 107, 'SL': 57, 'CH': 44, 'SI': 34, 'FC': 18, 'CU': 17, 'FS': 6, 'ST': 4}","{'90-100': 146, '80-90': 130, '<80': 11}",88.9581881533101,97.3,287
2023,2023-04-01,CIN,PIT,"{'FF': 122, 'CU': 77, 'SL': 30, 'CH': 23, 'ST': 12, 'SI': 9, 'FC': 6, 'FS': 3, 'CS': 1}","{'80-90': 108, '90-100': 99, '<80': 76}",84.70388692579506,97.3,283
2023,2023-04-01,HOU,CWS,"{'FF': 110, 'SL': 67, 'CH': 53, 'SI': 39, 'ST': 32, 'CU': 29, 'FS': 17}","{'80-90': 167, '90-100': 158, '<80': 21, '100+': 1}",88.75821325648414,100.4,347
2023,2023-04-01,KC,MIN,"{'FF': 90, 'CU': 52, 'ST': 41, 'CH': 31, 'SI': 16, 'FC': 14, 'SL': 13, 'KC': 2}","{'80-90': 107, '90-100': 85, '<80': 63, '100+': 4}",86.67142857142858,102.5,259
2023,2023-04-01,LAD,AZ,"{'FF': 88, 'CH': 54, 'SL': 44, 'FC': 33, 'CU': 32, 'SI': 12}","{'80-90': 151, '90-100': 80, '<80': 32}",87.03269961977186,99.8,263
2023,2023-04-01,MIA,NYM,"{'FF': 105, 'SL': 84, 'CH': 43, 'CU': 37, 'SI': 25, 'KC': 14, 'FC': 11, 'ST': 9}","{'90-100': 155, '80-90': 151, '<80': 22}",88.23963414634146,97.4,328
2023,2023-04-01,NYY,SF,"{'SI': 109, 'SL': 66, 'ST': 43, 'FC': 35, 'CH': 29, 'FF': 24, 'FS': 21, 'KC': 14}","{'90-100': 187, '80-90': 148, '<80': 5, '100+': 1}",90.76217008797654,100.2,341
2023,2023-04-01,OAK,LAA,"{'FF': 83, 'SL': 56, 'CH': 35, 'SV': 28, 'FC': 23, 'SI': 21, 'FS': 16, 'CU': 11, 'ST': 8}","{'80-90': 154, '90-100': 113, '<80': 14}",88.04270462633453,99.6,281
2023,2023-04-01,SD,COL,"{'SI': 81, 'CH': 53, 'FF': 47, 'FC': 37, 'SL': 32, 'CU': 15, 'ST': 10}","{'90-100': 130, '80-90': 128, '<80': 17}",88.46545454545455,97.0,275
2023,2023-04-01,SEA,CLE,"{'FF': 84, 'FC': 41, 'SL': 36, 'CU': 30, 'SI': 18, 'KC': 12, 'ST': 11, 'FS': 9, 'CH': 2}","{'80-90': 114, '90-100': 108, '<80': 21}",88.54156378600823,97.4,243
2023,2023-04-01,STL,TOR,"{'FF': 147, 'SL': 64, 'FS': 31, 'SI': 20, 'KC': 9, 'FC': 7, 'ST': 4, 'CH': 4, 'CU': 2}","{'90-100': 127, '80-90': 120, '<80': 24, '100+': 17}",89.14479166666666,102.3,288
2023,2023-04-01,TB,DET,"{'SI': 78, 'FF': 63, 'SL': 52, 'FC': 50, 'CH': 39, 'CU': 24, 'ST': 20, 'KC': 3}","{'80-90': 174, '90-100': 128, '<80': 27}",87.95592705167174,97.2,329
2023,2023-04-01,TEX,PHI,"{'FF': 116, 'FC': 57, 'SL': 47, 'SI': 47, 'CU': 22, 'FA': 17, 'ST': 17, 'CH': 14, 'FS': 14, 'KC': 3}","{'90-100': 212, '80-90': 105, '<80': 32, '100+': 5}",89.49943502824858,100.6,354
2023,2023-04-01,WSH,ATL,"{'FF': 105, 'SL': 54, 'CU': 33, 'FC': 23, 'SI': 20, 'ST': 17, 'FS': 13, 'CH': 12}","{'80-90': 137, '90-100': 137, '<80': 3}",89.95126353790614,99.6,277
2023,2023-04-02,BOS,BAL,"{'FF': 125, 'FC': 46, 'SI': 39, 'CH': 36, 'SL': 29, 'CU': 19, 'KC': 9, 'ST': 8, 'FS': 6}","{'90-100': 177, '80-90': 121, '<80': 19}",89.18832807570978,97.9,317
2023,2023-04-02,CHC,MIL,"{'FF': 112, 'FC': 58, 'SI': 49, 'CU': 30, 'SL': 24, 'CH': 23, 'ST': 13, 'FS': 8}","{'90-100': 159, '80-90': 132, '<80': 26}",88.86529968454258,99.6,317
2023,2023-04-02,CIN,PIT,"{'SL': 87, 'FF': 59, 'FC': 58, 'CH': 25, 'SI': 17, 'CU': 7, 'ST': 7}","{'90-100': 133, '80-90': 125, '<80': 2}",90.1826923076923,99.3,260
2023,2023-04-02,HOU,CWS,"{'FF': 130, 'SL': 64, 'FC': 53, 'SI': 34, 'ST': 18, 'CU': 17, 'CH': 14}","{'90-100': 159, '80-90': 114, '<80': 40, '100+': 17}",89.35545454545455,101.9,330
2023,2023-04-02,KC,MIN,"{'FF': 90, 'SL': 67, 'SI': 38, 'CU': 28, 'ST': 25, 'FS': 22, 'FC': 12, 'CH': 8, 'KC': 2}","{'80-90': 156, '90-100': 129, '<80': 7}",88.07431506849315,96.8,292
2023,2023-04-02,LAD,AZ,"{'SI': 86, 'FC': 54, 'CH': 46, 'FF': 43, 'SL': 28, 'CU': 11, 'FS': 4}","{'90-100': 144, '80-90': 114, '<80': 14}",89.51029411764705,98.7,272
2023,2023-04-02,MIA,NYM,"{'FF': 117, 'FC': 34, 'CH': 34, 'SI': 29, 'SL': 26, 'FO': 26, 'ST': 21, 'KC': 6}","{'90-100': 153, '80-90': 137, '<80': 3}",90.23139931740614,99.0,293
2023,2023-04-02,NYY,SF,"{'SI': 73, 'FF': 57, 'CH': 48, 'SL': 39, 'KC': 35, 'FC': 15, 'FS': 13, 'CU': 4, 'ST': 2}","{'90-100': 143, '80-90': 128, '<80': 15}",89.68741258741258,99.8,286
2023,2023-04-02,OAK,LAA,"{'FF': 126, 'CH': 46, 'FC': 35, 'SI': 27, 'ST': 24, 'SL': 23, 'CU': 13}","{'80-90': 140, '90-100': 113, '<80': 41}",86.94965986394558,96.7,294
2023,2023-04-02,SD,COL,"{'FF': 87, 'SL': 36, 'SI': 36, 'CU': 30, 'CH': 25, 'ST': 12, 'KC': 9, 'FS': 1}","{'80-90': 112, '90-100': 91, '<80': 33}",86.77669491525424,97.1,236
2023,2023-04-02,SEA,CLE,"{'FF': 94, 'SI': 64, 'FC': 49, 'SL': 40, 'CH': 34, 'CU': 16, 'ST': 12, 'FS': 7, 'KC': 2}","{'80-90': 147, '90-100': 131, '<80': 39, '100+': 1}",88.32704402515724,100.3,318
2023,2023-04-02,STL,TOR,"{'SI': 89, 'FF': 59, 'CH': 45, 'CU': 35, 'SL': 15, 'FC': 14, 'FS': 9, 'ST': 1}","{'90-100': 146, '80-90': 107, '<80': 14}",88.55543071161048,97.2,267
2023,2023-04-02,TB,DET,"{'FF': 84, 'CH': 53, 'SI': 31, 'FC': 22, 'SL': 17, 'ST': 13, 'KC': 10, 'CU': 9, 'FS': 5}","{'90-100': 121, '80-90': 105, '<80': 18}",88.03565573770491,98.0,244
2023,2023-04-02,TEX,PHI,"{'SI': 55, 'FF': 52, 'SL': 39, 'CH': 34, 'CU': 29, 'FC': 27}","{'80-90': 123, '90-100': 84, '<80': 29}",87.10338983050848,98.5,236
2023,2023-04-02,WSH,ATL,"{'FF': 139, 'SL': 59, 'CH': 29, 'CU': 15, 'FC': 10, 'SI': 10, 'FS': 2}","{'90-100': 136, '80-90': 113, '<80': 15}",89.2840909090909,99.6,264
2023,2023-04-03,BOS,PIT,"{'FF': 94, 'SL': 72, 'FC': 55, 'CU': 30, 'CH': 22, 'SI': 19, 'FS': 18, 'ST': 12, 'KC': 12}","{'80-90': 182, '90-100': 127, '<80': 25}",88.34341317365269,98.6,334
2023,2023-04-03,CIN,CHC,"{'SI': 64, 'FC': 48, 'FF': 46, 'KC': 43, 'CH': 29, 'SL': 20, 'ST': 15, 'CU': 11, 'FS': 8}","{'80-90': 128, '90-100': 109, '<80': 47}",86.58802816901408,94.6,284
2023,2023-04-03,CWS,SF,"{'FF': 111, 'SL': 69, 'CH': 53, 'SI': 37, 'FA': 15, 'CU': 10, 'FC': 8, 'ST': 3, 'KC': 2}","{'90-100': 155, '80-90': 129, '<80': 24}",88.81103896103896,97.2,308
2023,2023-04-03,HOU,DET,"{'FF': 122, 'SL': 88, 'KC': 42, 'CH': 32, 'FC': 24, 'SI': 14, 'CU': 11, 'FS': 8, 'ST': 3}","{'80-90': 156, '90-100': 155, '<80': 33}",88.3938953488372,98.5,344
2023,2023-04-03,KC,TOR,"{'SI': 95, 'FF': 66, 'SL': 48, 'SV': 36, 'CH': 21, 'FC': 18, 'ST': 15, 'CU': 12}","{'80-90': 149, '90-100': 135, '<80': 27}",87.90353697749197,97.5,311
2023,2023-04-03,LAD,COL,"{'FF': 137, 'SL': 74, 'SI': 27, 'CH': 21, 'CU': 17, 'ST': 12, 'KC': 9, 'FS': 5, 'FC': 4}","{'90-100': 167, '80-90': 114, '<80': 25}",89.07843137254902,97.2,306
2023,2023-04-03,MIA,MIN,"{'SI': 80, 'FF': 75, 'SL': 58, 'ST': 25, 'CH': 24, 'FS': 21, 'FA': 9, 'CU': 2, 'FC': 1}","{'90-100': 138, '80-90': 124, '<80': 33}",87.7335593220339,97.0,295
2023,2023-04-03,MIL,NYM,"{'FF': 110, 'CH': 50, 'SL': 44, 'FC': 36, 'CU': 33, 'SI': 29, 'FA': 12}","{'90-100': 148, '80-90': 129, '<80': 37}",87.43566878980891,96.3,314
2023,2023-04-03,NYY,PHI,"{'FF': 103, 'SL': 67, 'SI': 48, 'FS': 28, 'ST': 27, 'FC': 21, 'CH': 7, 'CU': 6}","{'90-100': 163, '80-90': 133, '<80': 11}",89.87394136807818,99.2,307
2023,2023-04-03,OAK,CLE,"{'FF': 149, 'SL': 88, 'CH': 49, 'SI': 40, 'FC': 14, 'ST': 12, 'CU': 8, 'FS': 4}","{'90-100': 200, '80-90': 152, '<80': 12}",88.97719780219781,99.0,364
2023,2023-04-03,SD,AZ,"{'FF': 118, 'CH': 63, 'SL': 54, 'ST': 31, 'SI': 6, 'CU': 5, 'FC': 2, 'SC': 2, 'FS': 1}","{'80-90': 134, '90-100': 121, '<80': 27}",88.13900709219858,97.5,282
2023,2023-04-03,SEA,LAA,"{'FF': 143, 'SL': 58, 'ST': 38, 'CH': 35, 'CU': 24, 'SI': 19, 'KC': 11}","{'90-100': 171, '80-90': 123, '<80': 34}",88.82286585365854,97.0,328
2023,2023-04-03,STL,ATL,"{'FF': 99, 'CU': 58, 'SI': 57, 'ST': 47, 'CH': 24, 'FC': 13, 'SL': 13, 'FS': 7}","{'90-100': 149, '80-90': 126, '<80': 33, '100+': 10}",88.5003144654088,102.0,318
2023,2023-04-03,TEX,BAL,"{'FF': 109, 'ST': 38, 'FC': 35, 'CH': 28, 'CU': 15, 'FS': 9, 'SL': 8, 'SI': 5, 'KC': 2}","{'90-100': 122, '80-90': 113, '<80': 12, '100+': 2}",89.42008032128514,100.7,249
2023,2023-04-03,WSH,TB,"{'FF': 71, 'SI': 63, 'SL': 39, 'CH': 35, 'ST': 24, 'CU': 22, 'FC': 21}","{'80-90': 153, '90-100': 109, '<80': 13}",88.7210909090909,97.7,275
2023,2023-04-04,BOS,PIT,"{'FF': 96, 'SL': 84, 'CU': 35, 'SI': 23, 'FC': 23, 'CH': 16, 'ST': 6, 'FS': 3}","{'90-100': 131, '80-90': 127, '<80': 28}",88.43286713286713,99.2,286
2023,2023-04-04,CIN,CHC,"{'FF': 93, 'SL': 67, 'SI': 53, 'CH': 44, 'FC': 31, 'ST': 28, 'FS': 7, 'CU': 1}","{'80-90': 160, '90-100': 156, '<80': 8}",89.05679012345679,98.1,324
2023,2023-04-04,HOU,DET,"{'FF': 81, 'SI': 71, 'CU': 38, 'ST': 35, 'CH': 27, 'SL': 23, 'FS': 11}","{'90-100': 164, '80-90': 66, '<80': 56}",88.91503496503496,99.8,286
2023,2023-04-04,KC,TOR,"{'FF': 98, 'SL': 69, 'SI': 40, 'CH': 39, 'CU': 27, 'FS': 4, 'KC': 4}","{'90-100': 142, '80-90': 125, '100+': 11, '<80': 3}",90.8252669039146,103.5,281
2023,2023-04-04,LAD,COL,"{'FF': 111, 'SI': 34, 'SL': 30, 'FC': 25, 'KC': 21, 'SV': 20, 'CH': 17, 'CU': 15, 'ST': 12}","{'90-100': 153, '80-90': 119, '<80': 13}",89.78526315789473,98.3,285
2023,2023-04-04,MIA,MIN,"{'FF': 54, 'SL': 48, 'SI': 42, 'CH': 37, 'FS': 24, 'FC': 11, 'ST': 3, 'CU': 1}","{'90-100': 128, '80-90': 91, '<80': 1}",90.50863636363637,99.3,220
2023,2023-04-04,MIL,NYM,"{'FF': 65, 'CH': 55, 'FC': 53, 'SI': 35, 'SL': 26, 'ST': 22, 'CU': 16}","{'80-90': 170, '90-100': 73, '<80': 29}",86.44963235294118,99.2,272
2023,2023-04-04,NYY,PHI,"{'FF': 97, 'SI': 48, 'CH': 43, 'SL': 35, 'FC': 33, 'CU': 30, 'ST': 9, 'KC': 4}","{'80-90': 148, '90-100': 147, '100+': 3, '<80': 1}",90.22274247491639,100.5,299
2023,2023-04-04,OAK,CLE,"{'FF': 139, 'SL': 89, 'ST': 39, 'CH': 15, 'KC': 11, 'FC': 7, 'FS': 5, 'CU': 4, 'SI': 2}","{'80-90': 165, '90-100': 134, '<80': 12}",87.27202572347267,95.5,311
2023,2023-04-04,SD,AZ,"{'FF': 106, 'CH': 44, 'SL': 43, 'SI': 40, 'ST': 25, 'KC': 25, 'FS': 10, 'CU': 10, 'FC': 9, 'SC': 1}","{'80-90': 152, '90-100': 142, '<80': 19}",88.61948881789138,98.0,313
2023,2023-04-04,SEA,LAA,"{'FF': 112, 'SL': 66, 'SI': 46, 'CH': 44, 'ST': 19, 'FC': 4, 'KC': 1}","{'90-100': 158, '80-90': 129, '<80': 5}",89.46369863013699,97.2,292
2023,2023-04-04,STL,ATL,"{'FF': 74, 'SL': 65, 'SI': 51, 'CH': 41, 'CU': 19, 'FC': 16, 'FS': 5, 'ST': 1}","{'90-100': 128, '80-90': 124, '<80': 20}",88.46139705882354,96.8,272
2023,2023-04-04,TEX,BAL,"{'FF': 74, 'SL': 67, 'SI': 40, 'CH': 37, 'FC': 29, 'ST': 23, 'CU': 11, 'KC': 3}","{'80-90': 166, '90-100': 107, '<80': 11}",87.64295774647887,97.4,284
2023,2023-04-04,WSH,TB,"{'SI': 69, 'FF': 55, 'SL': 50, 'CH': 33, 'CU': 27, 'ST': 22, 'FS': 16, 'KC': 15, 'FC': 14}","{'80-90': 121, '90-100': 121, '<80': 58, '100+': 1}",87.40863787375416,100.2,301
2023,2023-04-05,BOS,PIT,"{'FF': 73, 'FC': 60, 'SI': 48, 'CH': 35, 'CU': 32, 'ST': 26, 'SL': 7}","{'80-90': 132, '90-100': 119, '<80': 30}",87.91565836298932,97.4,281
2023,2023-04-05,CWS,SF,"{'SI': 78, 'FF': 73, 'SL': 63, 'CH': 45, 'KC': 44, 'ST': 25, 'FC': 2}","{'90-100': 151, '80-90': 150, '<80': 29}",88.63000000000001,98.8,330
2023,2023-04-05,HOU,DET,"{'FF': 116, 'SL': 69, 'CH': 39, 'SI': 38, 'FC': 34, 'KC': 14, 'CU': 3}","{'90-100': 143, '80-90': 122, '<80': 48}",87.75015974440895,97.1,313
2023,2023-04-05,KC,TOR,"{'SL': 67, 'FF': 56, 'SI': 40, 'CH': 37, 'CU': 20, 'ST': 16, 'FC': 5, 'FS': 4}","{'80-90': 106, '90-100': 83, '<80': 56}",85.76653061224489,96.2,245
2023,2023-04-05,MIA,MIN,"{'FF': 93, 'ST': 50, 'SL': 37, 'CH': 35, 'SI': 29, 'CU': 8}","{'90-100': 126, '80-90': 118, '<80': 8}",90.32896825396826,98.9,252
2023,2023-04-05,MIL,NYM,"{'FF': 93, 'FC': 64, 'CH': 51, 'SL': 50, 'CU': 27, 'SI': 15, 'ST': 7, 'KC': 2}","{'90-100': 168, '80-90': 115, '<80': 26}",89.00291262135923,95.8,309
2023,2023-04-05,NYY,PHI,"{'FF': 98, 'SI': 56, 'SL': 44, 'KC': 36, 'CH': 23, 'ST': 5, 'FC': 3, 'CU': 2}","{'90-100': 148, '80-90': 97, '<80': 22}",90.52322097378277,99.0,267
2023,2023-04-05,OAK,CLE,"{'SL': 128, 'FF': 114, 'SI': 34, 'CH': 29, 'CU': 28, 'FC': 9, 'FS': 3}","{'90-100': 162, '80-90': 151, '<80': 32}",88.31507246376812,99.7,345
2023,2023-04-05,SEA,LAA,"{'FF': 117, 'ST': 64, 'SL': 48, 'FC': 35, 'SI': 24, 'CH': 20, 'CU': 18, 'FS': 8, 'KC': 4}","{'80-90': 159, '90-100': 144, '<80': 34, '100+': 1}",88.40177514792899,100.2,338
2023,2023-04-05,STL,ATL,"{'FF': 79, 'SL': 78, 'SI': 48, 'CU': 32, 'FC': 25, 'CH': 16, 'ST': 10}","{'80-90': 146, '90-100': 106, '<80': 36}",86.49027777777778,94.7,288
2023,2023-04-05,TEX,BAL,"{'FF': 122, 'SL': 57, 'CH': 37, 'ST': 26, 'CU': 17, 'SI': 8, 'FC': 7}","{'90-100': 178, '80-90': 78, '<80': 16, '100+': 2}",90.86569343065693,100.4,274
2023,2023-04-05,WSH,TB,"{'SL': 73, 'FF': 69, 'SI': 63, 'CH': 30, 'CU': 20, 'ST': 14, 'FC': 9}","{'90-100': 135, '80-90': 101, '<80': 40, '100+': 2}",88.40071942446043,100.6,278
2023,2023-04-06,ATL,SD,"{'FF': 171, 'SL': 66, 'CU': 38, 'ST': 29, 'CH': 22, 'FC': 20, 'SI': 15, 'FS': 12}","{'90-100': 188, '80-90': 157, '<80': 28}",89.56782841823058,99.2,373
2023,2023-04-06,AZ,LAD,"{'FF': 107, 'SI': 44, 'FC': 43, 'CH': 36, 'CU': 28, 'SL': 27, 'ST': 10}","{'90-100': 178, '80-90': 106, '100+': 9, '<80': 2}",91.68169491525423,101.3,295
2023,2023-04-06,COL,WSH,"{'SL': 74, 'SI': 49, 'FF': 43, 'CU': 29, 'KC': 18, 'ST': 13, 'FC': 8, 'CH': 7}","{'80-90': 170, '90-100': 57, '<80': 14}",86.74149377593362,96.1,241
2023,2023-04-06,CWS,SF,"{'SL': 91, 'SI': 83, 'FF': 70, 'FA': 40, 'CH': 35, 'CU': 25, 'FC': 20}","{'80-90': 158, '90-100': 149, '<80': 49, '100+': 8}",85.1260989010989,100.8,364
2023,2023-04-06,DET,BOS,"{'FF': 80, 'SI': 60, 'SL': 54, 'CH': 30, 'FC': 21, 'CU': 10, 'ST': 8, 'KC': 3, 'FS': 1}","{'90-100': 156, '80-90': 83, '<80': 28}",88.612734082397,96.8,267
2023,2023-04-06,KC,TOR,"{'FF': 96, 'SI': 71, 'FS': 40, 'SL': 31, 'ST': 20, 'CU': 17, 'CH': 15}","{'80-90': 137, '90-100': 127, '<80': 26}",87.11551724137931,97.4,290
2023,2023-04-07,ATL,SD,"{'FF': 101, 'SI': 67, 'CH': 52, 'SL': 45, 'FC': 32, 'CU': 23, 'ST': 11, 'SC': 2, 'FS': 1}","{'90-100': 162, '80-90': 158, '<80': 14}",88.38922155688623,97.4,334
2023,2023-04-07,AZ,LAD,"{'FF': 80, 'SL': 65, 'FC': 52, 'SI': 44, 'CU': 28, 'CH': 19, 'ST': 6, 'FS': 1, 'FA': 1}","{'80-90': 149, '90-100': 119, '<80': 28}",88.15236486486486,99.6,296
2023,2023-04-07,BAL,NYY,"{'FF': 80, 'SI': 56, 'CH': 50, 'ST': 48, 'FC': 29, 'SL': 22, 'KC': 15, 'FS': 11, 'CU': 6, 'PO': 1}","{'90-100': 165, '80-90': 150, '100+': 2, '<80': 1}",90.01132075471698,100.7,318
2023,2023-04-07,CHC,TEX,"{'FF': 70, 'FC': 55, 'SI': 41, 'FS': 35, 'SV': 27, 'SL': 12, 'CH': 10, 'CU': 7, 'ST': 3, 'KC': 1}","{'90-100': 139, '80-90': 115, '<80': 7}",89.71915708812261,97.0,261
2023,2023-04-07,CLE,SEA,"{'FF': 106, 'FC': 58, 'SL': 51, 'SI': 37, 'CU': 17, 'KC': 16, 'ST': 12, 'FS': 9, 'CH': 1}","{'80-90': 138, '90-100': 136, '<80': 31, '100+': 2}",88.5586319218241,101.1,307
2023,2023-04-07,COL,WSH,"{'FF': 122, 'SI': 47, 'SL': 44, 'CU': 38, 'CH': 22, 'FC': 21, 'ST': 7, 'FS': 2}","{'90-100': 171, '80-90': 126, '<80': 6}",90.26534653465347,97.9,303
2023,2023-04-07,LAA,TOR,"{'FF': 72, 'SI': 53, 'SL': 44, 'CH': 35, 'CU': 26, 'ST': 23, 'FS': 11, 'FC': 10, 'KC': 1}","{'80-90': 119, '90-100': 114, '<80': 42}",86.53018181818182,97.6,275
2023,2023-04-07,MIL,STL,"{'FF': 112, 'SI': 62, 'SL': 54, 'FC': 28, 'CH': 21, 'CU': 21, 'KC': 14, 'FS': 3, 'ST': 1}","{'90-100': 159, '80-90': 120, '<80': 26, '100+': 11}",90.37120253164557,102.0,316
2023,2023-04-07,MIN,HOU,"{'FF': 90, 'CU': 54, 'ST': 51, 'SI': 41, 'SL': 28, 'CH': 28, 'FS': 11, 'FC': 6, 'CS': 1}","{'80-90': 130, '90-100': 128, '<80': 41, '100+': 11}",87.99387096774193,102.6,310
2023,2023-04-07,NYM,MIA,"{'FF': 129, 'SL': 68, 'CH': 55, 'SI': 27, 'FC': 24, 'CU': 13, 'ST': 11, 'KC': 8, 'FS': 3}","{'90-100': 181, '80-90': 150, '<80': 7}",89.69112426035502,98.1,338
2023,2023-04-07,PHI,CIN,"{'FF': 120, 'SL': 64, 'SI': 43, 'FC': 28, 'CH': 22, 'CU': 22, 'KC': 9, 'ST': 9}","{'90-100': 160, '80-90': 134, '100+': 17, '<80': 6}",91.29179810725552,101.4,317
2023,2023-04-07,PIT,CWS,"{'FF': 105, 'SL': 84, 'CH': 60, 'CU': 41, 'ST': 28, 'FC': 6, 'SI': 2, 'KC': 1}","{'80-90': 178, '90-100': 90, '<80': 59}",84.90550458715596,96.7,327
2023,2023-04-07,SF,KC,"{'SI': 56, 'FF': 45, 'FS': 45, 'CU': 39, 'SL': 33, 'FC': 19, 'CH': 17, 'KC': 11, 'ST': 10}","{'90-100': 150, '80-90': 90, '<80': 21, '100+': 14}",89.77381818181819,102.1,275
2023,2023-04-07,TB,OAK,"{'FF': 78, 'SI': 40, 'FC': 38, 'SV': 33, 'CH': 31, 'ST': 29, 'CU': 24, 'SL': 7}","{'80-90': 126, '90-100': 123, '<80': 31}",87.70107142857142,95.3,280
